e2e_latency,jitter,bit_rate,packet_loss_rate,peak_data_rate_dl,peak_data_rate_ul,mobility,service_reliability,availability,survival_time,experience_data_rate_dl,experience_data_rate_ul,interruption_time,class,cpu_usage,bandwidth,cpu_category,bandwidth_category
10.0,1.0,800.0,0.1,2.0,1.0,100.0,98.2,100.0,500.0,500.0,25.0,25.0,e-Health,55.0,450.0,medium_cpu,high_bandwidth
12.0,1.2,350.0,0.1,1.5,0.1,50.0,99.9,99.5,350.0,40.0,5.0,14.0,Industry Automation,30.0,350.0,medium_cpu,high_bandwidth
30.0,1.0,20.0,0.1,9.0,2.0,50.0,99.9,99.6,60.0,25.0,30.0,7.0,e-Health,30.0,100.0,medium_cpu,low_bandwidth
20.0,1.5,100.0,0.3,1.2,1.5,60.0,99.1,99.0,800.0,100.0,40.0,20.0,Video Surveillance,35.0,300.0,medium_cpu,medium_bandwidth
20.0,1.6,350.0,0.1,1.2,0.2,50.0,99.8,99.7,2500.0,160.0,55.0,10.0,Immersive Experience,50.0,1100.0,medium_cpu,ultra_high_bandwidth
16.0,1.5,70.0,0.3,1.2,3.0,110.0,99.6,99.0,800.0,80.0,70.0,10.0,Immersive Experience,60.0,350.0,medium_cpu,high_bandwidth
8.0,1.0,300.0,0.0,3.0,0.5,50.0,98.0,99.7,1000.0,250.0,20.0,8.0,e-Health,70.0,50.0,high_cpu,low_bandwidth
80.0,2.0,80.0,0.1,1.5,0.4,50.0,96.5,96.0,2000.0,70.0,20.0,25.0,UHD Video Streaming,80.0,200.0,high_cpu,medium_bandwidth
18.0,2.0,900.0,0.1,2.5,0.2,80.0,99.7,99.4,1000.0,900.0,18.0,20.0,e-Health,30.0,900.0,medium_cpu,high_bandwidth
12.0,1.0,80.0,0.5,0.9,0.2,40.0,99.7,99.7,800.0,70.0,90.0,10.0,ITS (Intelligent Transportation Systems),65.0,700.0,medium_cpu,high_bandwidth
15.0,1.5,350.0,0.2,2.1,0.9,120.0,100.0,100.0,1300.0,200.0,50.0,10.0,e-Health,35.0,800.0,medium_cpu,high_bandwidth
70.0,3.0,90.0,0.1,1.0,1.0,60.0,96.5,92.5,8000.0,80.0,8.0,8.0,Vo5G (Voice over 5G),42.0,35.0,medium_cpu,low_bandwidth
28.0,2.5,120.0,0.1,6.0,4.5,160.0,99.6,99.9,500.0,110.0,12.0,400.0,Smart Grid,20.0,300.0,low_cpu,medium_bandwidth
10.0,3.5,20.0,0.1,0.3,0.2,30.0,99.9,99.9,800.0,25.0,8.0,5.0,Smart Grid,30.0,5.0,medium_cpu,low_bandwidth
25.0,1.7,200.0,0.1,0.9,0.8,110.0,96.5,96.5,9000.0,80.0,25.0,5.0,Vo5G (Voice over 5G),30.0,150.0,medium_cpu,medium_bandwidth
20.0,2.5,200.0,0.1,8.0,1.5,300.0,99.5,99.8,500.0,800.0,30.0,5.0,Industry Automation,25.0,100.0,low_cpu,low_bandwidth
20.0,1.0,50.0,0.1,4.0,0.3,80.0,99.9,99.9,700.0,15.0,20.0,30.0,e-Health,40.0,200.0,medium_cpu,medium_bandwidth
12.0,3.0,200.0,0.2,2.0,0.8,120.0,97.0,98.8,500.0,180.0,16.0,25.0,ITS (Intelligent Transportation Systems),50.0,120.0,medium_cpu,low_bandwidth
15.0,2.5,30.0,0.2,1.5,0.6,60.0,99.2,99.7,50.0,80.0,35.0,12.0,e-Health,50.0,250.0,medium_cpu,medium_bandwidth
10.0,1.0,50.0,0.3,7.0,1.0,120.0,99.8,99.2,1000.0,80.0,10.0,200.0,Industry Automation,30.0,30.0,medium_cpu,low_bandwidth
10.0,1.0,100.0,0.1,2.0,1.0,25.0,99.7,99.7,600.0,100.0,40.0,8.0,UHD Video Streaming,20.0,2000.0,low_cpu,ultra_high_bandwidth
14.0,1.5,40.0,0.2,5.0,2.0,45.0,100.0,100.0,6000.0,40.0,35.0,20.0,UHD Video Streaming,30.0,100.0,medium_cpu,low_bandwidth
18.0,5.0,900.0,0.2,3.0,4.0,80.0,99.7,99.8,550.0,700.0,800.0,12.0,Industry Automation,70.0,650.0,high_cpu,high_bandwidth
12.0,1.5,70.0,0.2,7.0,0.3,90.0,99.8,99.5,1500.0,50.0,12.0,25.0,ITS (Intelligent Transportation Systems),30.0,1800.0,medium_cpu,ultra_high_bandwidth
15.0,3.0,25.0,0.4,2.0,1.0,40.0,99.3,99.7,500.0,15.0,5.0,15.0,Industry Automation,20.0,50.0,low_cpu,low_bandwidth
15.0,1.5,180.0,0.2,1.5,1.2,140.0,99.8,98.5,150.0,50.0,42.0,45.0,UHD Video Streaming,60.0,130.0,medium_cpu,low_bandwidth
25.0,3.0,110.0,0.0,3.0,0.8,15.0,99.8,99.9,130.0,110.0,130.0,10.0,Smart Grid,40.0,5.0,medium_cpu,low_bandwidth
15.0,2.0,80.0,0.1,1.8,0.9,120.0,99.3,99.9,5000.0,120.0,15.0,5.0,Video Surveillance,65.0,50.0,medium_cpu,low_bandwidth
10.0,3.0,300.0,0.3,3.0,0.5,100.0,99.9,99.9,400.0,160.0,120.0,25.0,Connected Vehicles,35.0,300.0,medium_cpu,medium_bandwidth
35.0,3.2,400.0,0.1,3.0,1.4,65.0,99.1,99.7,2500.0,300.0,200.0,12.0,e-Health,50.0,120.0,medium_cpu,low_bandwidth
10.0,2.0,100.0,0.2,0.7,1.0,100.0,99.6,99.8,9000.0,100.0,0.5,10.0,e-Health,80.0,150.0,high_cpu,medium_bandwidth
5.0,1.5,200.0,0.0,3.0,1.5,50.0,99.5,100.0,13.0,130.0,1.5,50.0,UHD Video Streaming,50.0,150.0,medium_cpu,medium_bandwidth
20.0,1.0,200.0,0.1,5.0,2.0,30.0,99.7,99.6,450.0,150.0,80.0,150.0,UHD Video Streaming,80.0,2000.0,high_cpu,ultra_high_bandwidth
18.0,5.0,180.0,0.4,2.0,2.0,80.0,99.6,99.7,15.0,180.0,35.0,12.0,e-Health,70.0,650.0,high_cpu,high_bandwidth
10.0,2.5,80.0,0.2,0.9,0.1,35.0,98.0,99.5,3000.0,70.0,50.0,40.0,UHD Video Streaming,30.0,250.0,medium_cpu,medium_bandwidth
18.0,2.0,45.0,0.3,0.5,0.9,70.0,99.6,99.7,550.0,70.0,12.0,6.0,UHD Video Streaming,35.0,55.0,medium_cpu,low_bandwidth
22.0,3.0,65.0,0.4,4.0,1.1,70.0,99.3,99.8,800.0,70.0,110.0,5.0,Immersive Experience,65.0,300.0,medium_cpu,medium_bandwidth
15.0,2.0,300.0,0.2,5.0,0.8,60.0,99.5,99.8,3000.0,200.0,10.0,6.0,Video Surveillance,40.0,120.0,medium_cpu,low_bandwidth
20.0,2.5,50.0,0.1,1.5,0.5,70.0,99.7,100.0,1000.0,120.0,17.0,8.0,Connected Vehicles,50.0,100.0,medium_cpu,low_bandwidth
18.0,4.0,90.0,0.3,2.8,1.6,75.0,99.5,99.5,950.0,70.0,6.0,10.0,Connected Vehicles,30.0,3.0,medium_cpu,low_bandwidth
10.0,2.0,60.0,0.2,4.0,0.5,120.0,100.0,99.6,700.0,40.0,45.0,12.0,UHD Video Streaming,50.0,150.0,medium_cpu,medium_bandwidth
5.0,4.5,400.0,0.7,6.0,0.3,100.0,99.9,100.0,7000.0,300.0,30.0,8.0,Industry Automation,45.0,400.0,medium_cpu,high_bandwidth
10.0,3.5,100.0,0.1,1.2,1.2,80.0,99.8,100.0,7000.0,60.0,40.0,5.0,Immersive Experience,25.0,55.0,low_cpu,low_bandwidth
12.0,4.0,80.0,0.3,1.8,1.2,90.0,99.8,99.8,1200.0,70.0,40.0,20.0,Smart Grid,35.0,150.0,medium_cpu,medium_bandwidth
17.0,2.0,200.0,0.0,3.0,1.0,120.0,98.0,98.8,120.0,200.0,10.0,7.0,Immersive Experience,45.0,140.0,medium_cpu,low_bandwidth
12.0,4.0,120.0,0.1,0.2,0.2,100.0,99.0,99.0,3000.0,100.0,50.0,50.0,Immersive Experience,30.0,200.0,medium_cpu,medium_bandwidth
10.0,1.0,400.0,0.1,3.0,1.5,150.0,99.7,100.0,1300.0,300.0,200.0,22.0,Smart Grid,60.0,130.0,medium_cpu,low_bandwidth
30.0,5.0,600.0,0.1,7.0,2.0,50.0,100.0,100.0,800.0,60.0,200.0,40.0,ITS (Intelligent Transportation Systems),30.0,800.0,medium_cpu,high_bandwidth
14.0,3.5,80.0,0.8,0.2,0.6,80.0,99.7,99.5,100.0,70.0,80.0,10.0,Industry Automation,30.0,150.0,medium_cpu,medium_bandwidth
20.0,1.0,100.0,0.0,3.0,0.6,70.0,100.0,100.0,500.0,80.0,15.0,10.0,ITS (Intelligent Transportation Systems),60.0,100.0,medium_cpu,low_bandwidth
12.0,1.5,100.0,0.2,1.5,1.5,110.0,99.9,99.9,180.0,50.0,14.0,5.0,Immersive Experience,30.0,150.0,medium_cpu,medium_bandwidth
12.0,1.0,140.0,0.3,2.0,0.5,120.0,99.9,99.8,800.0,160.0,65.0,12.0,Industry Automation,55.0,200.0,medium_cpu,medium_bandwidth
18.0,5.0,50.0,0.1,6.0,0.8,45.0,98.5,99.8,350.0,35.0,30.0,12.0,Industry Automation,30.0,50.0,medium_cpu,low_bandwidth
6.0,4.0,150.0,0.1,0.9,0.5,100.0,99.8,99.3,5000.0,80.0,25.0,120.0,Connected Vehicles,65.0,90.0,medium_cpu,low_bandwidth
20.0,3.0,300.0,0.3,0.7,0.8,30.0,99.5,100.0,1000.0,150.0,180.0,40.0,Industry Automation,65.0,150.0,medium_cpu,medium_bandwidth
10.0,2.5,130.0,0.6,1.7,2.5,100.0,98.0,99.8,800.0,130.0,45.0,20.0,Connected Vehicles,80.0,180.0,high_cpu,medium_bandwidth
30.0,2.0,140.0,0.1,2.0,2.0,80.0,99.7,99.6,400.0,140.0,40.0,20.0,e-Health,100.0,30.0,high_cpu,low_bandwidth
20.0,1.3,75.0,0.2,6.0,1.8,120.0,99.7,99.1,200.0,80.0,140.0,9.0,Industry Automation,65.0,75.0,medium_cpu,low_bandwidth
16.0,1.6,120.0,0.2,0.9,0.9,120.0,99.7,99.6,800.0,120.0,120.0,5.0,Immersive Experience,65.0,450.0,medium_cpu,high_bandwidth
9.0,2.0,650.0,0.1,8.0,6.0,55.0,99.6,99.9,550.0,70.0,20.0,10.0,Connected Vehicles,20.0,500.0,low_cpu,high_bandwidth
10.0,2.5,500.0,0.2,1.5,0.5,100.0,100.0,100.0,3000.0,50.0,150.0,100.0,Smart Grid,70.0,400.0,high_cpu,high_bandwidth
15.0,1.0,120.0,0.2,0.3,0.2,120.0,99.5,99.7,1500.0,120.0,35.0,1000.0,Industry Automation,60.0,55.0,medium_cpu,low_bandwidth
20.0,2.0,180.0,0.2,7.0,1.0,90.0,99.8,99.9,110.0,70.0,15.0,50.0,Video Surveillance,80.0,170.0,high_cpu,medium_bandwidth
20.0,2.0,500.0,0.2,3.0,4.0,40.0,99.6,99.9,3000.0,400.0,45.0,250.0,Connected Vehicles,20.0,800.0,low_cpu,high_bandwidth
100.0,4.0,100.0,0.2,6.0,2.0,120.0,99.9,99.9,2000.0,100.0,30.0,25.0,Connected Vehicles,50.0,2000.0,medium_cpu,ultra_high_bandwidth
25.0,2.5,120.0,0.2,2.5,1.5,80.0,97.0,97.5,650.0,100.0,30.0,9.0,Industry Automation,50.0,120.0,medium_cpu,low_bandwidth
10.0,2.3,200.0,0.3,0.4,0.8,100.0,99.7,99.3,1000.0,100.0,90.0,20.0,Immersive Experience,55.0,200.0,medium_cpu,medium_bandwidth
25.0,2.0,180.0,0.1,1.0,0.2,80.0,99.7,99.3,700.0,30.0,25.0,10.0,Immersive Experience,30.0,300.0,medium_cpu,medium_bandwidth
30.0,1.0,100.0,0.5,1.0,1.0,100.0,99.3,99.6,600.0,70.0,30.0,12.0,e-Health,35.0,300.0,medium_cpu,medium_bandwidth
14.0,1.0,60.0,0.1,1.0,0.4,90.0,99.9,99.9,150.0,60.0,30.0,15.0,Industry Automation,25.0,50.0,low_cpu,low_bandwidth
12.0,2.0,1000.0,0.0,6.0,1.0,50.0,99.0,99.5,6000.0,1000.0,50.0,50.0,ITS (Intelligent Transportation Systems),35.0,300.0,medium_cpu,medium_bandwidth
20.0,4.0,150.0,0.1,2.0,1.8,50.0,100.0,99.9,700.0,30.0,0.3,25.0,e-Health,70.0,100.0,high_cpu,low_bandwidth
15.0,4.0,150.0,0.2,0.7,0.3,120.0,99.9,99.5,1000.0,80.0,20.0,6.0,Smart Grid,8.0,180.0,low_cpu,medium_bandwidth
10.0,1.5,200.0,0.2,1.5,0.4,120.0,99.7,99.6,800.0,150.0,40.0,90.0,UHD Video Streaming,60.0,300.0,medium_cpu,medium_bandwidth
30.0,1.2,50.0,0.4,0.7,0.5,50.0,99.5,99.8,300.0,40.0,40.0,8.0,Video Surveillance,70.0,400.0,high_cpu,high_bandwidth
15.0,1.0,80.0,0.2,2.5,1.2,60.0,99.7,99.8,120.0,80.0,30.0,6.0,Immersive Experience,70.0,55.0,high_cpu,low_bandwidth
40.0,2.5,800.0,0.1,2.5,0.7,120.0,98.5,99.6,150.0,270.0,120.5,7.0,Industry Automation,70.0,4.0,high_cpu,low_bandwidth
5.0,2.5,150.0,0.2,4.0,2.5,120.0,99.6,99.3,500.0,120.0,40.0,12.0,Smart Grid,25.0,80.0,low_cpu,low_bandwidth
8.0,4.0,130.0,0.2,1.0,1.0,60.0,99.0,99.5,700.0,18.0,9.0,6.0,ITS (Intelligent Transportation Systems),70.0,170.0,high_cpu,medium_bandwidth
20.0,2.5,120.0,0.2,0.7,0.9,40.0,99.6,99.4,700.0,5.0,40.0,10.0,e-Health,40.0,150.0,medium_cpu,medium_bandwidth
40.0,1.5,300.0,0.2,1.2,1.8,120.0,99.0,99.5,2500.0,400.0,30.0,18.0,Video Surveillance,55.0,300.0,medium_cpu,medium_bandwidth
8.0,1.5,70.0,0.9,0.7,0.3,20.0,99.6,99.8,1600.0,70.0,5.5,12.0,Video Surveillance,50.0,150.0,medium_cpu,medium_bandwidth
30.0,2.2,180.0,0.3,1.8,1.2,60.0,99.8,99.8,250.0,120.0,32.0,40.0,Industry Automation,80.0,70.0,high_cpu,low_bandwidth
20.0,2.0,60.0,0.8,2.0,0.9,100.0,99.8,99.3,700.0,50.0,50.0,25.0,Smart Grid,40.0,100.0,medium_cpu,low_bandwidth
25.0,4.0,90.0,0.1,0.8,1.8,70.0,98.0,98.7,3000.0,90.0,0.8,10.0,Smart Grid,35.0,450.0,medium_cpu,high_bandwidth
15.0,2.2,350.0,0.1,2.2,1.8,130.0,99.8,99.8,800.0,150.0,65.0,15.0,Immersive Experience,25.0,300.0,low_cpu,medium_bandwidth
20.0,2.0,60.0,0.3,0.6,0.9,80.0,99.3,99.5,4000.0,50.0,12.0,50.0,Connected Vehicles,30.0,300.0,medium_cpu,medium_bandwidth
38.0,1.0,70.0,0.1,2.0,0.5,90.0,99.4,99.7,140.0,25.0,5.0,12.0,Connected Vehicles,70.0,140.0,high_cpu,low_bandwidth
5.0,3.5,50.0,0.3,8.0,1.8,100.0,99.7,99.8,1200.0,50.0,20.0,14.0,Vo5G (Voice over 5G),30.0,700.0,medium_cpu,high_bandwidth
25.0,1.0,500.0,0.2,2.5,0.6,160.0,99.3,99.0,1100.0,350.0,200.0,6.0,Smart Grid,80.0,500.0,high_cpu,high_bandwidth
5.0,7.0,400.0,0.3,4.0,5.0,180.0,99.8,100.0,700.0,300.0,60.0,120.0,Industry Automation,20.0,400.0,low_cpu,high_bandwidth
8.0,3.0,280.0,0.2,3.0,0.3,200.0,100.0,100.0,5000.0,900.0,12.0,20.0,Smart Grid,25.0,700.0,low_cpu,high_bandwidth
15.0,1.2,100.0,0.2,1.7,0.4,80.0,99.5,99.9,200.0,80.0,25.0,20.0,UHD Video Streaming,30.0,80.0,medium_cpu,low_bandwidth
15.0,5.0,140.0,0.6,2.5,1.0,80.0,99.0,99.8,350.0,120.0,140.0,30.0,Vo5G (Voice over 5G),30.0,150.0,medium_cpu,medium_bandwidth
15.0,2.0,150.0,0.4,1.0,0.9,90.0,99.5,99.9,650.0,180.0,45.0,12.0,Vo5G (Voice over 5G),55.0,150.0,medium_cpu,medium_bandwidth
15.0,2.2,50.0,0.2,2.2,1.2,50.0,99.5,99.9,200.0,80.0,20.0,5.0,Vo5G (Voice over 5G),70.0,50.0,high_cpu,low_bandwidth
5.0,3.0,70.0,0.0,4.0,1.0,50.0,99.5,98.0,900.0,60.0,20.0,10.0,Connected Vehicles,30.0,140.0,medium_cpu,low_bandwidth
10.0,3.5,200.0,0.3,4.0,1.8,100.0,98.0,98.8,150.0,40.0,20.0,30.0,Immersive Experience,20.0,200.0,low_cpu,medium_bandwidth
15.0,2.2,70.0,0.3,2.8,0.3,50.0,98.5,99.0,300.0,70.0,20.0,25.0,Vo5G (Voice over 5G),40.0,80.0,medium_cpu,low_bandwidth
40.0,1.2,400.0,0.1,3.0,1.1,100.0,96.5,92.0,200.0,400.0,0.4,15.0,e-Health,40.0,400.0,medium_cpu,high_bandwidth
15.0,1.5,150.0,0.0,1.5,0.8,150.0,99.6,99.7,120.0,150.0,14.0,20.0,Immersive Experience,35.0,800.0,medium_cpu,high_bandwidth
25.0,1.0,120.0,0.2,1.5,1.5,100.0,99.1,99.9,2500.0,80.0,20.0,50.0,Immersive Experience,50.0,80.0,medium_cpu,low_bandwidth
20.0,2.5,500.0,0.4,4.0,3.5,50.0,99.8,99.3,8500.0,400.0,30.0,20.0,Industry Automation,30.0,500.0,medium_cpu,high_bandwidth
10.0,5.0,100.0,0.2,1.8,1.8,100.0,99.7,100.0,500.0,100.0,20.0,15.0,ITS (Intelligent Transportation Systems),30.0,100.0,medium_cpu,low_bandwidth
10.0,1.1,200.0,0.2,2.5,1.5,120.0,99.9,99.5,500.0,150.0,40.0,30.0,e-Health,30.0,500.0,medium_cpu,high_bandwidth
16.0,2.5,100.0,0.1,2.5,1.2,90.0,99.7,99.3,1200.0,30.0,60.0,12.0,ITS (Intelligent Transportation Systems),45.0,70.0,medium_cpu,low_bandwidth
25.0,1.0,90.0,0.4,1.0,2.0,80.0,99.7,99.7,600.0,70.0,22.0,2.0,Industry Automation,35.0,140.0,medium_cpu,low_bandwidth
10.0,2.5,100.0,0.1,5.0,0.8,100.0,99.8,99.8,600.0,50.0,25.0,150.0,Industry Automation,50.0,600.0,medium_cpu,high_bandwidth
10.0,1.0,60.0,0.1,3.0,1.0,120.0,99.5,99.9,130.0,45.0,20.0,10.0,Vo5G (Voice over 5G),50.0,150.0,medium_cpu,medium_bandwidth
22.0,2.5,80.0,0.3,1.5,0.9,70.0,99.8,99.6,500.0,100.0,50.0,25.0,Industry Automation,60.0,200.0,medium_cpu,medium_bandwidth
15.0,4.0,120.0,0.2,1.0,2.0,90.0,99.1,99.0,450.0,120.0,120.0,180.0,e-Health,65.0,140.0,medium_cpu,low_bandwidth
10.0,1.0,50.0,0.3,1.0,0.1,60.0,97.0,99.8,1250.0,50.0,20.0,12.0,Connected Vehicles,35.0,3500.0,medium_cpu,ultra_high_bandwidth
20.0,4.0,150.0,0.1,4.0,0.4,50.0,99.7,99.6,5000.0,150.0,18.0,120.0,Vo5G (Voice over 5G),35.0,180.0,medium_cpu,medium_bandwidth
12.0,2.0,120.0,0.1,4.0,0.5,50.0,99.3,99.6,1200.0,80.0,40.0,30.0,Vo5G (Voice over 5G),30.0,150.0,medium_cpu,medium_bandwidth
20.0,1.7,50.0,0.2,2.2,4.0,80.0,99.5,99.9,5000.0,75.0,35.0,20.0,e-Health,30.0,4000.0,medium_cpu,ultra_high_bandwidth
10.0,1.0,100.0,0.1,5.0,1.0,80.0,99.0,99.2,500.0,400.0,30.0,15.0,e-Health,40.0,400.0,medium_cpu,high_bandwidth
20.0,3.0,50.0,0.1,2.0,1.0,100.0,99.3,99.6,450.0,40.0,25.0,8.0,UHD Video Streaming,60.0,140.0,medium_cpu,low_bandwidth
20.0,2.0,50.0,0.1,3.0,1.2,50.0,99.8,99.5,300.0,50.0,30.0,20.0,Vo5G (Voice over 5G),60.0,100.0,medium_cpu,low_bandwidth
20.0,4.0,150.0,0.0,2.5,12.0,70.0,99.7,99.9,300.0,50.0,90.0,10.0,Video Surveillance,45.0,500.0,medium_cpu,high_bandwidth
20.0,2.0,150.0,0.1,1.0,0.5,50.0,99.7,99.9,800.0,120.0,8.0,5.0,Vo5G (Voice over 5G),45.0,400.0,medium_cpu,high_bandwidth
10.0,2.5,300.0,0.1,3.5,1.2,70.0,99.5,100.0,6000.0,300.0,5.0,40.0,e-Health,25.0,180.0,low_cpu,medium_bandwidth
15.0,1.0,130.0,0.3,5.0,1.0,120.0,99.3,100.0,8500.0,120.0,120.0,8.0,Connected Vehicles,25.0,120.0,low_cpu,low_bandwidth
20.0,3.2,100.0,0.2,2.5,0.2,110.0,98.0,99.5,500.0,90.0,25.0,90.0,Industry Automation,40.0,400.0,medium_cpu,high_bandwidth
40.0,1.5,50.0,0.2,2.5,1.1,75.0,99.5,99.3,800.0,40.0,40.0,350.0,ITS (Intelligent Transportation Systems),35.0,200.0,medium_cpu,medium_bandwidth
45.0,2.5,200.0,0.3,2.5,0.5,30.0,99.9,100.0,800.0,120.0,10.0,80.0,e-Health,70.0,800.0,high_cpu,high_bandwidth
15.0,3.0,800.0,0.2,4.0,1.5,200.0,99.0,99.9,1000.0,350.0,60.0,10.0,Smart Grid,55.0,400.0,medium_cpu,high_bandwidth
10.0,1.0,100.0,0.5,2.0,1.0,40.0,99.9,98.0,500.0,50.0,60.0,15.0,Smart Grid,60.0,100.0,medium_cpu,low_bandwidth
15.0,1.5,100.0,0.1,0.9,0.2,50.0,98.0,99.0,1000.0,100.0,50.0,10.0,Connected Vehicles,40.0,350.0,medium_cpu,high_bandwidth
12.0,4.0,150.0,0.1,0.4,0.8,40.0,99.6,99.8,110.0,150.0,1.5,15.0,Connected Vehicles,65.0,600.0,medium_cpu,high_bandwidth
70.0,3.0,200.0,0.2,5.0,1.0,200.0,99.7,99.9,900.0,30.0,100.0,15.0,Immersive Experience,80.0,60.0,high_cpu,low_bandwidth
20.0,3.5,600.0,0.5,5.0,0.7,150.0,99.9,99.6,700.0,400.0,130.0,150.0,Immersive Experience,40.0,450.0,medium_cpu,high_bandwidth
32.0,2.5,30.0,0.2,1.0,1.0,80.0,98.5,98.0,800.0,60.0,5.0,20.0,Smart Grid,80.0,45.0,high_cpu,low_bandwidth
30.0,2.5,400.0,0.1,2.5,1.5,80.0,99.9,99.8,500.0,200.0,30.0,5.0,Smart Grid,40.0,350.0,medium_cpu,high_bandwidth
15.0,2.0,100.0,0.1,8.0,0.5,25.0,99.5,99.5,1000.0,30.0,50.0,1.0,ITS (Intelligent Transportation Systems),20.0,1000.0,low_cpu,high_bandwidth
25.0,1.5,500.0,0.0,8.0,2.0,50.0,99.9,99.7,9000.0,500.0,500.0,10.0,Vo5G (Voice over 5G),50.0,200.0,medium_cpu,medium_bandwidth
20.0,2.0,200.0,0.1,8.0,1.0,120.0,99.3,99.3,500.0,130.0,20.0,10.0,e-Health,50.0,200.0,medium_cpu,medium_bandwidth
10.0,2.5,300.0,0.1,3.5,1.8,100.0,99.1,99.9,1000.0,200.0,5.5,30.0,Smart Grid,55.0,300.0,medium_cpu,medium_bandwidth
15.0,2.0,140.0,0.1,2.0,0.8,95.0,99.8,99.6,350.0,140.0,50.0,20.0,Connected Vehicles,18.0,50.0,low_cpu,low_bandwidth
10.0,3.0,400.0,0.3,3.0,3.0,70.0,99.0,99.0,900.0,400.0,80.0,13.0,Video Surveillance,70.0,400.0,high_cpu,high_bandwidth
20.0,1.0,100.0,0.1,0.3,1.0,60.0,99.9,99.8,7000.0,50.0,30.0,4.0,e-Health,60.0,250.0,medium_cpu,medium_bandwidth
40.0,2.5,200.0,0.2,2.5,1.5,50.0,99.9,99.8,1000.0,180.0,20.0,10.0,e-Health,40.0,250.0,medium_cpu,medium_bandwidth
15.0,5.0,90.0,0.3,3.0,0.3,120.0,98.5,98.0,1200.0,70.0,6.0,30.0,Industry Automation,45.0,150.0,medium_cpu,medium_bandwidth
14.0,5.0,200.0,0.5,3.0,1.0,110.0,98.5,98.5,180.0,90.0,40.0,10.0,Vo5G (Voice over 5G),30.0,600.0,medium_cpu,high_bandwidth
10.0,3.5,50.0,0.2,0.4,0.4,100.0,99.3,99.5,100.0,35.0,70.0,10.0,e-Health,40.0,250.0,medium_cpu,medium_bandwidth
15.0,1.3,500.0,0.4,3.0,1.5,70.0,99.5,98.5,800.0,300.0,120.0,10.0,Immersive Experience,50.0,800.0,medium_cpu,high_bandwidth
20.0,1.5,200.0,0.2,2.2,0.3,100.0,99.1,99.9,1200.0,60.0,40.0,30.0,Connected Vehicles,50.0,400.0,medium_cpu,high_bandwidth
15.0,1.0,50.0,0.4,1.0,2.0,70.0,99.0,99.0,3000.0,50.0,30.0,25.0,Connected Vehicles,80.0,1000.0,high_cpu,high_bandwidth
10.0,8.0,6000.0,0.3,18.0,1.0,50.0,99.0,99.0,6000.0,2500.0,900.0,80.0,Vo5G (Voice over 5G),35.0,4000.0,medium_cpu,ultra_high_bandwidth
13.0,1.6,200.0,0.2,3.5,0.4,50.0,99.2,99.4,1200.0,80.0,20.0,5.0,Industry Automation,60.0,160.0,medium_cpu,medium_bandwidth
50.0,3.5,200.0,0.2,4.0,1.8,100.0,99.3,99.5,1000.0,80.0,2.0,30.0,e-Health,40.0,150.0,medium_cpu,medium_bandwidth
20.0,2.0,40.0,0.4,2.0,0.2,80.0,99.6,99.6,120.0,60.0,80.0,20.0,Video Surveillance,55.0,45.0,medium_cpu,low_bandwidth
40.0,3.0,100.0,0.0,3.0,0.8,100.0,100.0,100.0,300.0,50.0,10.0,40.0,Video Surveillance,60.0,350.0,medium_cpu,high_bandwidth
10.0,3.0,500.0,0.1,1.0,0.3,80.0,100.0,100.0,300.0,800.0,5.0,10.0,ITS (Intelligent Transportation Systems),25.0,800.0,low_cpu,high_bandwidth
6.0,3.0,150.0,0.2,1.5,1.0,30.0,98.0,99.5,150.0,40.0,22.0,20.0,Smart Grid,50.0,180.0,medium_cpu,medium_bandwidth
20.0,5.5,150.0,0.1,5.0,2.0,100.0,99.9,99.8,700.0,350.0,50.0,10.0,Smart Grid,30.0,350.0,medium_cpu,high_bandwidth
10.0,3.0,200.0,0.2,1.5,1.0,60.0,99.5,97.5,1600.0,80.0,10.0,70.0,e-Health,70.0,900.0,high_cpu,high_bandwidth
8.0,2.5,100.0,0.6,5.0,1.2,50.0,99.0,99.9,6000.0,50.0,30.0,5.0,Smart Grid,35.0,100.0,medium_cpu,low_bandwidth
20.0,3.0,120.0,0.2,0.5,0.5,70.0,99.0,99.0,1100.0,110.0,18.0,17.0,UHD Video Streaming,55.0,140.0,medium_cpu,low_bandwidth
22.0,3.0,700.0,0.1,7.0,2.0,80.0,99.5,99.7,250.0,700.0,18.0,50.0,UHD Video Streaming,65.0,400.0,medium_cpu,high_bandwidth
25.0,1.0,500.0,0.1,2.5,1.5,80.0,99.6,99.5,800.0,200.0,8.0,15.0,Connected Vehicles,60.0,200.0,medium_cpu,medium_bandwidth
14.0,1.5,80.0,0.1,7.0,0.3,80.0,99.8,98.8,140.0,80.0,15.0,5.0,Immersive Experience,70.0,140.0,high_cpu,low_bandwidth
12.0,2.5,250.0,0.1,1.8,1.2,40.0,99.7,99.4,400.0,200.0,20.0,10.0,Industry Automation,70.0,170.0,high_cpu,medium_bandwidth
18.0,5.0,200.0,0.0,3.0,2.0,120.0,99.0,99.0,600.0,180.0,70.0,6.0,e-Health,45.0,130.0,medium_cpu,low_bandwidth
20.0,1.0,800.0,0.0,2.0,1.0,80.0,99.9,100.0,600.0,600.0,60.0,70.0,UHD Video Streaming,30.0,900.0,medium_cpu,high_bandwidth
